Token,POS,IsNumeric,Label,DocID,PrevToken,NextToken
acquire,IN,False,I-ACQUISITION,932,to,Morgan Stanley
with,DT,False,O,847,,
beat,IN,False,I-EARNINGS,5,Apple,earnings
beat,IN,False,I-EARNINGS,706,Bank of America,earnings
Microsoft,NNP,False,I-ACQUISITION,477,acquire,
with,DT,False,O,742,,
by,DT,False,O,732,,
and,DT,False,O,564,,
Visa,NNP,False,B-EARNINGS,467,,beat
merger,IN,False,I-MERGER,658,a,with
earnings,IN,False,I-EARNINGS,916,missed,estimates
Microsoft,NNP,False,I-MERGER,649,between,
quarterly,IN,False,I-EARNINGS,89,reported,earnings
at,DT,False,O,499,,
Google,NNP,False,B-MERGER,228,,completed
Netflix,NNP,False,I-MERGER,252,between,
in,IN,False,I-ACQUISITION,740,is,talks
expectations,IN,False,I-EARNINGS,194,earnings,with
in,IN,False,I-MERGER,551,is,merger
and,DT,False,O,935,,
Oracle,NNP,False,B-EARNINGS,66,,reported
for,DT,False,O,667,,
approved,IN,False,I-MERGER,72,IBM,the
acquire,IN,False,I-ACQUISITION,589,to,Oracle
and,DT,False,O,874,,
with,DT,False,O,737,,
acquired,VBD,False,I-ACQUISITION,812,Bank of America,Visa
plans,IN,False,I-ACQUISITION,899,announced,to
missed,IN,False,I-EARNINGS,454,Adobe,earnings
shares,IN,False,I-STOCK,830,Adobe,dropped
Salesforce,NNP,False,B-EARNINGS,254,,reported
price,IN,False,I-STOCK,696,stock,fell
merger,IN,False,I-MERGER,979,the,between
completed,IN,False,I-ACQUISITION,804,JPMorgan,the
in,DT,False,O,97,,
its,IN,False,I-EARNINGS,855,released,Q4
and,DT,False,O,330,,
on,DT,False,O,105,,
or,DT,False,O,480,,
announced,VBD,False,I-MERGER,550,IBM,a
and,DT,False,O,839,,
price,IN,False,I-STOCK,305,stock,increased
or,DT,False,O,304,,
with,IN,False,I-EARNINGS,194,expectations,$15.7 billion
or,DT,False,O,731,,
earnings,IN,False,I-EARNINGS,917,beat,expectations
shares,IN,False,I-STOCK,143,Morgan Stanley,dropped
for,DT,False,O,5,,
the,DT,False,O,44,,
or,DT,False,O,753,,
acquire,IN,False,I-ACQUISITION,897,to,IBM
annual,IN,False,I-EARNINGS,168,announced,revenue
IBM,NNP,False,B-STOCK,409,,stock
or,DT,False,O,447,,
with,IN,False,I-EARNINGS,596,expectations,$3.1 billion
and,DT,False,O,359,,
Citigroup,NNP,False,I-MERGER,856,between,
announced,VBD,False,I-EARNINGS,865,Goldman Sachs,annual
quarterly,IN,False,I-EARNINGS,542,reported,earnings
IBM,NNP,False,B-MERGER,4,,completed
Oracle,NNP,False,B-EARNINGS,268,,reported
approved,IN,False,I-MERGER,930,Amazon,the
Netflix,NNP,False,I-ACQUISITION,802,purchased,
with,IN,False,I-EARNINGS,391,expectations,$2.4 billion
with,DT,False,O,311,,
completed,IN,False,I-MERGER,860,Adobe,its
for,DT,False,O,415,,
at,DT,False,O,728,,
quarterly,IN,False,I-EARNINGS,162,reported,earnings
announced,VBD,False,I-EARNINGS,743,Bank of America,annual
Microsoft,NNP,False,B-EARNINGS,133,,reported
merger,IN,False,I-MERGER,464,a,with
on,DT,False,O,354,,
by,DT,False,O,298,,
Netflix,NNP,False,B-STOCK,87,,stock
merger,IN,False,I-MERGER,174,in,talks
at,DT,False,O,590,,
with,IN,False,I-EARNINGS,178,expectations,$750 million
by,DT,False,O,607,,
Q4,IN,False,I-EARNINGS,692,its,earnings
between,IN,False,I-MERGER,266,merger,Bank of America
its,IN,False,I-EARNINGS,210,released,Q4
quarterly,IN,False,I-EARNINGS,689,reported,earnings
Netflix,NNP,False,B-EARNINGS,126,,announced
on,DT,False,O,52,,
for,DT,False,O,358,,
Apple,NNP,False,B-MERGER,610,,is
acquired,VBD,False,I-ACQUISITION,842,Visa,Intel
by,DT,False,O,780,,
PayPal,NNP,False,I-MERGER,536,with,
Visa,NNP,False,B-EARNINGS,584,,reported
on,DT,False,O,394,,
on,DT,False,O,964,,
talks,IN,False,I-MERGER,996,merger,with
the,DT,False,O,766,,
with,DT,False,O,609,,
$980 million,CD,True,I-EARNINGS,811,with,
merger,IN,False,I-MERGER,702,a,with
the,IN,False,I-MERGER,215,approved,merger
or,DT,False,O,916,,
is,IN,False,I-ACQUISITION,324,Netflix,in
announced,VBD,False,I-ACQUISITION,460,JPMorgan,plans
by,DT,False,O,173,,
by,DT,False,O,807,,
reported,VBD,False,I-EARNINGS,374,Netflix,quarterly
merger,IN,False,I-MERGER,552,ongoing,negotiations
in,DT,False,O,868,,
by,IN,False,I-STOCK,616,declined,$5.2 billion
approved,IN,False,I-MERGER,598,Oracle,the
and,DT,False,O,473,,
at,DT,False,O,218,,
successfully,IN,False,I-ACQUISITION,646,Salesforce,purchased
of,IN,False,I-EARNINGS,89,earnings,$15.7 billion
stock,IN,False,I-STOCK,806,Microsoft,price
on,DT,False,O,25,,
or,DT,False,O,519,,
released,IN,False,I-EARNINGS,703,Morgan Stanley,its
for,DT,False,O,322,,
or,DT,False,O,113,,
declined,IN,False,I-STOCK,782,shares,by
on,DT,False,O,692,,
Apple,NNP,False,B-MERGER,102,,is
for,DT,False,O,170,,
Google,NNP,False,B-EARNINGS,625,,missed
$750 million,CD,True,I-EARNINGS,242,of,
Salesforce,NNP,False,B-STOCK,386,,stock
between,IN,False,I-MERGER,192,merger,IBM
with,IN,False,I-EARNINGS,126,expectations,$3.1 billion
purchased,IN,False,I-ACQUISITION,156,successfully,Goldman Sachs
$5.2 billion,CD,True,I-EARNINGS,917,with,
Visa,NNP,False,B-STOCK,660,,stock
earnings,IN,False,I-EARNINGS,209,beat,expectations
on,DT,False,O,588,,
Apple,NNP,False,B-STOCK,542,,stock
shares,IN,False,I-STOCK,619,Salesforce,declined
earnings,IN,False,I-EARNINGS,102,Q4,showing
Bank of America,NNP,False,I-ACQUISITION,201,acquired,
$15.7 billion,CD,True,I-EARNINGS,441,with,
IBM,NNP,False,B-EARNINGS,493,,reported
merger,IN,False,I-MERGER,27,the,between
Salesforce,NNP,False,I-MERGER,932,with,
dropped,IN,False,I-STOCK,634,shares,$5.2 billion
merger,IN,False,I-MERGER,607,in,talks
by,IN,False,I-STOCK,707,increased,$1.3 billion
surged,IN,False,I-STOCK,740,stock,$980 million
increased,IN,False,I-STOCK,659,price,by
JPMorgan,NNP,False,I-MERGER,209,with,
stock,IN,False,I-STOCK,223,Facebook,surged
by,DT,False,O,453,,
in,IN,False,I-MERGER,397,is,merger
on,DT,False,O,647,,
Amazon,NNP,False,B-STOCK,407,,stock
Netflix,NNP,False,B-EARNINGS,183,,announced
shares,IN,False,I-STOCK,354,Bank of America,declined
announced,VBD,False,I-ACQUISITION,897,Salesforce,plans
$750 million,CD,True,I-EARNINGS,244,of,
by,DT,False,O,728,,
Visa,NNP,False,B-ACQUISITION,351,,completed
released,IN,False,I-EARNINGS,217,Visa,its
the,IN,False,I-ACQUISITION,961,completed,acquisition
at,DT,False,O,635,,
of,IN,False,I-EARNINGS,451,earnings,$5.2 billion
its,IN,False,I-EARNINGS,125,released,Q4
with,DT,False,O,455,,
or,DT,False,O,246,,
Visa,NNP,False,B-STOCK,105,,stock
dropped,IN,False,I-STOCK,593,shares,$2.4 billion
at,DT,False,O,951,,
confirmed,IN,False,I-MERGER,215,Facebook,ongoing
on,DT,False,O,755,,
annual,IN,False,I-EARNINGS,510,announced,revenue
acquire,IN,False,I-ACQUISITION,445,to,Intel
annual,IN,False,I-EARNINGS,372,announced,revenue
Salesforce,NNP,False,I-ACQUISITION,699,acquire,
is,IN,False,I-ACQUISITION,727,Facebook,in
the,DT,False,O,419,,
announced,VBD,False,I-ACQUISITION,74,Amazon,plans
price,IN,False,I-STOCK,525,stock,fell
on,DT,False,O,411,,
beat,IN,False,I-EARNINGS,581,Google,earnings
Salesforce,NNP,False,B-STOCK,638,,stock
stock,IN,False,I-STOCK,482,IBM,surged
with,DT,False,O,13,,
by,DT,False,O,155,,
earnings,IN,False,I-EARNINGS,979,quarterly,of
with,IN,False,I-MERGER,536,merger,PayPal
is,IN,False,I-MERGER,642,Microsoft,in
the,DT,False,O,346,,
estimates,IN,False,I-EARNINGS,115,earnings,by
and,DT,False,O,828,,
in,IN,False,I-ACQUISITION,945,is,talks
completed,IN,False,I-MERGER,618,Visa,its
or,DT,False,O,822,,
in,DT,False,O,771,,
in,IN,False,I-MERGER,742,is,merger
with,DT,False,O,506,,
Oracle,NNP,False,B-STOCK,14,,stock
by,DT,False,O,261,,
by,DT,False,O,194,,
Bank of America,NNP,False,B-MERGER,762,,approved
in,DT,False,O,685,,
Morgan Stanley,NNP,False,B-EARNINGS,672,,reported
price,IN,False,I-STOCK,870,stock,fell
Netflix,NNP,False,B-MERGER,924,,confirmed
or,DT,False,O,961,,
at,DT,False,O,724,,
Facebook,NNP,False,B-EARNINGS,910,,missed
for,DT,False,O,42,,
stock,IN,False,I-STOCK,51,Apple,surged
Adobe,NNP,False,I-MERGER,977,between,
merger,IN,False,I-MERGER,65,a,with
Citigroup,NNP,False,B-MERGER,233,,is
Intel,NNP,False,B-MERGER,260,,approved
IBM,NNP,False,B-STOCK,361,,stock
$3.1 billion,CD,True,I-STOCK,675,by,
for,DT,False,O,940,,
in,DT,False,O,598,,
$2.4 billion,CD,True,I-EARNINGS,653,of,
with,IN,False,I-MERGER,101,merger,Microsoft
for,DT,False,O,392,,
earnings,IN,False,I-EARNINGS,752,quarterly,of
by,DT,False,O,465,,
Oracle,NNP,False,I-ACQUISITION,427,of,
on,DT,False,O,13,,
by,DT,False,O,139,,
for,DT,False,O,803,,
$980 million,CD,True,I-EARNINGS,717,by,
showing,IN,False,I-EARNINGS,703,earnings,$1.3 billion
announced,VBD,False,I-MERGER,156,PayPal,a
a,IN,False,I-MERGER,763,announced,merger
Tesla,NNP,False,B-MERGER,792,,is
in,DT,False,O,874,,
$450 million,CD,True,I-EARNINGS,819,of,
with,DT,False,O,449,,
to,IN,False,I-ACQUISITION,455,plans,acquire
the,DT,False,O,672,,
earnings,IN,False,I-EARNINGS,565,Q4,showing
or,DT,False,O,349,,
Facebook,NNP,False,B-EARNINGS,26,,beat
surged,IN,False,I-STOCK,104,stock,$980 million
IBM,NNP,False,I-MERGER,296,between,
with,DT,False,O,772,,
and,DT,False,O,526,,
on,DT,False,O,378,,
for,DT,False,O,450,,
with,IN,False,I-MERGER,4,merger,Adobe
on,DT,False,O,457,,
the,DT,False,O,542,,
and,DT,False,O,791,,
with,IN,False,I-MERGER,436,talks,Adobe
Salesforce,NNP,False,B-STOCK,386,,stock
of,IN,False,I-EARNINGS,627,revenue,$5.2 billion
shares,IN,False,I-STOCK,753,Adobe,dropped
Visa,NNP,False,B-STOCK,696,,stock
for,DT,False,O,243,,
Intel,NNP,False,B-MERGER,262,,confirmed
for,DT,False,O,577,,
for,DT,False,O,134,,
and,DT,False,O,317,,
revenue,IN,False,I-EARNINGS,500,annual,of
the,IN,False,I-MERGER,977,approved,merger
Goldman Sachs,NNP,False,B-ACQUISITION,32,,acquired
estimates,IN,False,I-EARNINGS,218,earnings,by
and,DT,False,O,741,,
and,DT,False,O,684,,
merger,IN,False,I-MERGER,908,ongoing,negotiations
and,DT,False,O,577,,
with,DT,False,O,898,,
on,DT,False,O,954,,
between,IN,False,I-MERGER,680,merger,Goldman Sachs
by,DT,False,O,87,,
the,DT,False,O,604,,
the,DT,False,O,696,,
with,DT,False,O,565,,
or,DT,False,O,373,,
ongoing,IN,False,I-MERGER,443,confirmed,merger
the,DT,False,O,787,,
the,IN,False,I-ACQUISITION,154,completed,acquisition
for,DT,False,O,680,,
ongoing,IN,False,I-MERGER,428,confirmed,merger
price,IN,False,I-STOCK,359,stock,increased
is,IN,False,I-ACQUISITION,774,Morgan Stanley,in
merger,IN,False,I-MERGER,171,a,with
Google,NNP,False,I-ACQUISITION,721,purchased,
for,DT,False,O,724,,
Citigroup,NNP,False,I-ACQUISITION,619,purchased,
Bank of America,NNP,False,B-STOCK,564,,stock
the,DT,False,O,120,,
talks,IN,False,I-MERGER,737,merger,with
Salesforce,NNP,False,I-MERGER,825,with,
in,DT,False,O,679,,
to,IN,False,I-ACQUISITION,444,talks,acquire
by,DT,False,O,822,,
price,IN,False,I-STOCK,923,stock,fell
earnings,IN,False,I-EARNINGS,489,quarterly,of
by,DT,False,O,164,,
with,DT,False,O,875,,
Bank of America,NNP,False,B-EARNINGS,920,,missed
on,DT,False,O,454,,
merger,IN,False,I-MERGER,317,its,with
for,DT,False,O,631,,
the,IN,False,I-MERGER,110,approved,merger
of,IN,False,I-EARNINGS,211,revenue,$1.3 billion
in,DT,False,O,2,,
and,DT,False,O,361,,
of,IN,False,I-EARNINGS,999,revenue,$3.1 billion
missed,IN,False,I-EARNINGS,978,IBM,earnings
in,DT,False,O,957,,
$750 million,CD,True,I-STOCK,304,fell,
Apple,NNP,False,I-MERGER,770,with,
successfully,IN,False,I-ACQUISITION,647,Tesla,purchased
Morgan Stanley,NNP,False,B-EARNINGS,583,,beat
with,IN,False,I-MERGER,83,negotiations,PayPal
on,DT,False,O,499,,
earnings,IN,False,I-EARNINGS,288,quarterly,of
missed,IN,False,I-EARNINGS,34,Amazon,earnings
the,DT,False,O,948,,
the,DT,False,O,165,,
with,IN,False,I-MERGER,658,negotiations,Google
by,DT,False,O,326,,
Google,NNP,False,B-STOCK,213,,stock
and,DT,False,O,753,,
fell,IN,False,I-STOCK,741,price,$3.1 billion
by,DT,False,O,86,,
at,DT,False,O,842,,
Apple,NNP,False,I-ACQUISITION,105,purchased,
Apple,NNP,False,B-MERGER,400,,announced
surged,IN,False,I-STOCK,51,stock,$15.7 billion
acquire,IN,False,I-ACQUISITION,977,to,Oracle
and,DT,False,O,347,,
with,DT,False,O,956,,
annual,IN,False,I-EARNINGS,612,announced,revenue
talks,IN,False,I-MERGER,232,merger,with
at,DT,False,O,596,,
estimates,IN,False,I-EARNINGS,566,earnings,by
merger,IN,False,I-MERGER,470,ongoing,negotiations
for,DT,False,O,776,,
by,DT,False,O,806,,
by,DT,False,O,743,,
on,DT,False,O,424,,
with,DT,False,O,103,,
merger,IN,False,I-MERGER,938,in,talks
by,DT,False,O,167,,
for,DT,False,O,835,,
with,DT,False,O,80,,
Tesla,NNP,False,I-ACQUISITION,720,purchased,
merger,IN,False,I-MERGER,267,in,talks
at,DT,False,O,17,,
completed,IN,False,I-ACQUISITION,408,PayPal,the
of,IN,False,I-EARNINGS,194,revenue,$450 million
Goldman Sachs,NNP,False,I-ACQUISITION,856,acquired,
Amazon,NNP,False,B-ACQUISITION,129,,announced
Microsoft,NNP,False,B-MERGER,313,,announced
of,IN,False,I-ACQUISITION,664,acquisition,Google
with,DT,False,O,27,,
plans,IN,False,I-ACQUISITION,620,announced,to
a,IN,False,I-MERGER,40,announced,merger
dropped,IN,False,I-STOCK,809,shares,$450 million
for,DT,False,O,917,,
beat,IN,False,I-EARNINGS,951,Morgan Stanley,earnings
for,DT,False,O,229,,
Goldman Sachs,NNP,False,B-ACQUISITION,927,,is
Citigroup,NNP,False,B-EARNINGS,652,,missed
Facebook,NNP,False,B-STOCK,36,,stock
increased,IN,False,I-STOCK,5,price,by
stock,IN,False,I-STOCK,945,Goldman Sachs,price
$980 million,CD,True,I-EARNINGS,115,of,
between,IN,False,I-MERGER,499,merger,Microsoft
Salesforce,NNP,False,B-STOCK,69,,shares
increased,IN,False,I-STOCK,473,price,by
$15.7 billion,CD,True,I-EARNINGS,44,with,
Intel,NNP,False,B-ACQUISITION,640,,completed
for,DT,False,O,941,,
in,DT,False,O,828,,
and,DT,False,O,672,,
with,DT,False,O,960,,
surged,IN,False,I-STOCK,496,stock,$5.2 billion
revenue,IN,False,I-EARNINGS,241,annual,of
acquire,IN,False,I-ACQUISITION,226,to,Salesforce
of,IN,False,I-ACQUISITION,895,acquisition,IBM
stock,IN,False,I-STOCK,144,JPMorgan,price
with,IN,False,I-MERGER,727,negotiations,Bank of America
Visa,NNP,False,B-ACQUISITION,654,,successfully
a,IN,False,I-MERGER,816,announced,merger
or,DT,False,O,330,,
earnings,IN,False,I-EARNINGS,254,quarterly,of
announced,VBD,False,I-MERGER,911,Amazon,a
Citigroup,NNP,False,I-MERGER,701,with,
and,DT,False,O,928,,
earnings,IN,False,I-EARNINGS,125,Q4,showing
and,DT,False,O,234,,
Visa,NNP,False,I-ACQUISITION,168,of,
and,DT,False,O,999,,
Oracle,NNP,False,B-STOCK,497,,shares
ongoing,IN,False,I-MERGER,192,confirmed,merger
for,DT,False,O,579,,
expectations,IN,False,I-EARNINGS,218,earnings,with
earnings,IN,False,I-EARNINGS,583,missed,estimates
Bank of America,NNP,False,B-MERGER,773,,is
approved,IN,False,I-MERGER,447,Tesla,the
for,DT,False,O,737,,
by,DT,False,O,164,,
Intel,NNP,False,B-STOCK,625,,stock
is,IN,False,I-ACQUISITION,194,Goldman Sachs,in
$980 million,CD,True,I-STOCK,714,by,
Facebook,NNP,False,I-ACQUISITION,457,acquire,
for,DT,False,O,146,,
and,DT,False,O,651,,
stock,IN,False,I-STOCK,146,Google,surged
and,DT,False,O,676,,
the,DT,False,O,169,,
Amazon,NNP,False,B-EARNINGS,31,,announced
$5.2 billion,CD,True,I-EARNINGS,308,of,
of,IN,False,I-EARNINGS,492,revenue,$3.1 billion
revenue,IN,False,I-EARNINGS,999,annual,of
Bank of America,NNP,False,I-ACQUISITION,75,acquire,
stock,IN,False,I-STOCK,740,Facebook,price
price,IN,False,I-STOCK,196,stock,fell
Apple,NNP,False,I-ACQUISITION,429,acquire,
of,IN,False,I-ACQUISITION,300,acquisition,Salesforce
IBM,NNP,False,B-STOCK,164,,stock
revenue,IN,False,I-EARNINGS,325,annual,of
Intel,NNP,False,B-EARNINGS,108,,missed
of,IN,False,I-EARNINGS,786,earnings,$1.3 billion
between,IN,False,I-MERGER,137,merger,Goldman Sachs
Morgan Stanley,NNP,False,I-ACQUISITION,377,of,
Amazon,NNP,False,I-ACQUISITION,791,acquire,
in,IN,False,I-MERGER,82,is,merger
of,IN,False,I-EARNINGS,230,revenue,$3.1 billion
earnings,IN,False,I-EARNINGS,836,beat,expectations
in,DT,False,O,154,,
for,DT,False,O,676,,
by,IN,False,I-STOCK,76,declined,$5.2 billion
on,DT,False,O,798,,
stock,IN,False,I-STOCK,414,Oracle,price
revenue,IN,False,I-EARNINGS,391,annual,of
at,DT,False,O,646,,
in,DT,False,O,154,,
negotiations,IN,False,I-MERGER,717,merger,with
announced,VBD,False,I-EARNINGS,240,Facebook,annual
missed,IN,False,I-EARNINGS,56,Facebook,earnings
by,DT,False,O,826,,
by,DT,False,O,211,,
in,DT,False,O,358,,
Tesla,NNP,False,B-EARNINGS,252,,reported
at,DT,False,O,586,,
announced,VBD,False,I-EARNINGS,169,PayPal,annual
surged,IN,False,I-STOCK,507,stock,$3.1 billion
is,IN,False,I-ACQUISITION,906,Microsoft,in
Salesforce,NNP,False,B-EARNINGS,984,,announced
and,DT,False,O,211,,
announced,VBD,False,I-EARNINGS,527,Adobe,annual
the,DT,False,O,540,,
purchased,IN,False,I-ACQUISITION,187,successfully,Netflix
earnings,IN,False,I-EARNINGS,557,quarterly,of
increased,IN,False,I-STOCK,626,price,by
a,IN,False,I-MERGER,785,announced,merger
on,DT,False,O,240,,
$980 million,CD,True,I-STOCK,649,surged,
on,DT,False,O,170,,
or,DT,False,O,773,,
price,IN,False,I-STOCK,889,stock,fell
by,DT,False,O,161,,
Tesla,NNP,False,B-ACQUISITION,363,,is
acquisition,IN,False,I-ACQUISITION,944,the,of
$5.2 billion,CD,True,I-EARNINGS,50,showing,
earnings,IN,False,I-EARNINGS,669,beat,expectations
merger,IN,False,I-MERGER,696,its,with
completed,IN,False,I-MERGER,228,Google,its
merger,IN,False,I-MERGER,105,in,talks
in,DT,False,O,522,,
Google,NNP,False,B-STOCK,95,,stock
at,DT,False,O,409,,
IBM,NNP,False,B-ACQUISITION,346,,acquired
and,DT,False,O,822,,
for,DT,False,O,263,,
a,IN,False,I-MERGER,430,announced,merger
or,DT,False,O,425,,
estimates,IN,False,I-EARNINGS,962,earnings,by
Microsoft,NNP,False,B-STOCK,642,,stock
plans,IN,False,I-ACQUISITION,821,announced,to
with,IN,False,I-MERGER,217,negotiations,PayPal
Morgan Stanley,NNP,False,B-STOCK,495,,stock
with,IN,False,I-MERGER,152,talks,IBM
Oracle,NNP,False,B-ACQUISITION,441,,is
its,IN,False,I-MERGER,253,completed,merger
Adobe,NNP,False,B-ACQUISITION,145,,is
plans,IN,False,I-ACQUISITION,774,announced,to
declined,IN,False,I-STOCK,328,shares,by
or,DT,False,O,449,,
confirmed,IN,False,I-MERGER,424,Goldman Sachs,ongoing
the,DT,False,O,527,,
and,DT,False,O,431,,
of,IN,False,I-EARNINGS,37,revenue,$5.2 billion
Citigroup,NNP,False,B-ACQUISITION,887,,successfully
on,DT,False,O,953,,
announced,VBD,False,I-ACQUISITION,573,Tesla,plans
confirmed,IN,False,I-MERGER,932,Goldman Sachs,ongoing
by,IN,False,I-STOCK,427,declined,$1.3 billion
Citigroup,NNP,False,B-EARNINGS,216,,announced
or,DT,False,O,289,,
acquisition,IN,False,I-ACQUISITION,38,the,of
Intel,NNP,False,I-ACQUISITION,730,acquired,
PayPal,NNP,False,B-EARNINGS,476,,announced
with,DT,False,O,462,,
announced,VBD,False,I-MERGER,165,Visa,a
or,DT,False,O,384,,
quarterly,IN,False,I-EARNINGS,573,reported,earnings
for,DT,False,O,844,,
missed,IN,False,I-EARNINGS,89,Visa,earnings
quarterly,IN,False,I-EARNINGS,213,reported,earnings
earnings,IN,False,I-EARNINGS,732,missed,estimates
its,IN,False,I-EARNINGS,439,released,Q4
merger,IN,False,I-MERGER,162,a,with
JPMorgan,NNP,False,I-ACQUISITION,252,acquired,
Amazon,NNP,False,B-EARNINGS,320,,announced
Facebook,NNP,False,I-MERGER,286,with,
to,IN,False,I-ACQUISITION,441,talks,acquire
at,DT,False,O,769,,
with,DT,False,O,511,,
Google,NNP,False,I-MERGER,812,with,
on,DT,False,O,144,,
Q4,IN,False,I-EARNINGS,360,its,earnings
or,DT,False,O,108,,
by,DT,False,O,990,,
$2.4 billion,CD,True,I-STOCK,971,surged,
Tesla,NNP,False,B-ACQUISITION,452,,successfully
for,DT,False,O,940,,
by,DT,False,O,879,,
its,IN,False,I-MERGER,948,completed,merger
with,DT,False,O,392,,
and,DT,False,O,294,,
on,DT,False,O,294,,
in,IN,False,I-ACQUISITION,938,is,talks
merger,IN,False,I-MERGER,118,the,between
with,DT,False,O,262,,
$750 million,CD,True,I-STOCK,498,surged,
Goldman Sachs,NNP,False,I-ACQUISITION,590,acquired,
with,DT,False,O,53,,
merger,IN,False,I-MERGER,698,its,with
for,DT,False,O,669,,
Visa,NNP,False,B-MERGER,608,,approved
stock,IN,False,I-STOCK,503,Google,price
with,IN,False,I-MERGER,828,talks,Intel
at,DT,False,O,442,,
Citigroup,NNP,False,B-MERGER,567,,completed
merger,IN,False,I-MERGER,803,a,with
the,DT,False,O,85,,
in,DT,False,O,127,,
by,DT,False,O,987,,
by,IN,False,I-STOCK,448,increased,$2.4 billion
Oracle,NNP,False,B-MERGER,7,,announced
at,DT,False,O,59,,
in,DT,False,O,474,,
Adobe,NNP,False,I-MERGER,265,between,
dropped,IN,False,I-STOCK,968,shares,$750 million
PayPal,NNP,False,B-ACQUISITION,188,,announced
or,DT,False,O,361,,
Goldman Sachs,NNP,False,B-EARNINGS,227,,reported
$3.1 billion,CD,True,I-STOCK,86,fell,
merger,IN,False,I-MERGER,568,ongoing,negotiations
with,DT,False,O,922,,
price,IN,False,I-STOCK,394,stock,increased
acquire,IN,False,I-ACQUISITION,426,to,Netflix
$3.1 billion,CD,True,I-EARNINGS,525,of,
merger,IN,False,I-MERGER,598,its,with
in,DT,False,O,866,,
IBM,NNP,False,B-ACQUISITION,863,,is
or,DT,False,O,37,,
with,DT,False,O,291,,
Apple,NNP,False,I-ACQUISITION,991,acquire,
purchased,IN,False,I-ACQUISITION,363,successfully,Google
Q4,IN,False,I-EARNINGS,634,its,earnings
